06/09/2017 12:17:38,175.0,150.0
06/09/2017 12:18:01,175.0,180.0
06/09/2017 12:18:08,175.0,180.0
06/09/2017 12:18:09,175.0,180.0
06/09/2017 12:18:12,175.0,165.0
06/09/2017 12:23:26,175.0,165.0
06/09/2017 12:24:39,159.098198991,180
06/09/2017 12:24:40,159.098198991,180
06/09/2017 12:24:41,159.098198991,180
06/09/2017 12:24:41,159.098198991,180
06/09/2017 12:24:41,159.098198991,180
06/09/2017 12:24:43,159.098198991,180
06/09/2017 12:24:43,159.098198991,180
06/09/2017 12:24:43,159.098198991,180
06/09/2017 12:24:43,159.098198991,180
06/09/2017 12:24:43,159.098198991,180
06/09/2017 12:24:44,159.098198991,180
06/09/2017 12:24:44,159.098198991,180
06/09/2017 12:24:45,159.098198991,180
06/09/2017 12:24:45,159.098198991,180
06/09/2017 12:24:45,159.098198991,180
06/09/2017 12:24:46,159.098198991,180
06/09/2017 12:24:46,159.098198991,180
06/09/2017 12:24:46,159.098198991,180
06/09/2017 12:24:46,159.098198991,180
06/09/2017 12:24:47,159.098198991,180
06/09/2017 12:24:47,159.098198991,180
06/09/2017 12:24:47,159.098198991,180
06/09/2017 12:24:48,159.098198991,180
06/09/2017 12:24:48,159.098198991,180
06/09/2017 12:24:59,175.0,177.0
06/09/2017 12:25:14,175.0,174.0
06/09/2017 12:25:15,175.0,174.0
06/09/2017 12:25:16,175.0,174.0
06/09/2017 12:25:23,175.0,165.0
06/09/2017 12:25:32,175.0,150.0
